@relation sms_spam

@attribute id NUMERIC
@attribute text string
@attribute class {ham,spam}

@data
327,'	New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.',spam
328,'Hmph. Go head, big baller.',ham	
329,'Shall i come to get pickle',ham	
330,'	LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts',spam
331,'Huh so fast... Dat means u havent finished painting?',ham	
332,'No management puzzeles.',ham	
333,'No need for the drug anymore.',ham	
334,'Alex says hes not ok with you not being ok with it',ham	
335,'Did u receive my msg?',ham	
336,'I will reach ur home in  &lt;#&gt;  minutes',ham	
337,'	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only',spam
338,'* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train',ham	
339,'Yes i have. So thats why u texted. Pshew...missing you so much',ham	
340,'En chikku nange bakra msg kalstiya..then had tea/coffee?',ham	
341,'Ive been trying to reach him without success',ham	
342,'Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...',ham	
343,'Jason says its cool if we pick some up from his place in like an hour',ham	
344,'	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270',spam
345,'No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?',ham	
346,'Otherwise had part time job na-tuition..',ham	
347,'Ill be at mu in like  &lt;#&gt;  seconds',ham	
348,'True. Its easier with her here.',ham	
349,'Even if he my friend he is a priest call him now',ham	
350,'cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. Ill b doing da contents pg n cover pg..',ham	
351,'i am going to bed now prin',ham	
352,'She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up',ham	
353,'have * good weekend.',ham	
354,'Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...',ham	
355,'Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)',ham	
356,'Sir send to group mail check it.',ham	
357,'India have to take lead:)',ham	
358,'Thats cool. I want to please you...',ham	
359,'Well I might not come then...',ham	
360,'NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!',ham	
361,'	Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm',spam
362,'House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?',ham	
363,'Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details',ham	
364,'Yes.he have good crickiting mind',ham	
365,'Yup. Izzit still raining heavily cos im in e mrt i cant c outside.',ham	
366,'	As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062',spam
367,'K:)eng rocking in ashes:)',ham	
368,'Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.',ham	
369,'	83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ',spam
370,'	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+',spam
371,'Anything lar...',ham	
372,'Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.',ham	
373,'Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....',ham	
374,'No. But well do medical missions to nigeria',ham	
375,'	Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop',spam
376,'Are u awake? Is there snow there?',ham	
377,'So how many days since then?',ham	
378,'Also andros ice etc etc',ham	
379,'Cant take any major roles in community outreach. You rock mel',ham	
380,'The battery is for mr adewale my uncle. Aka Egbon',ham	
381,'	WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.',spam
382,'Doing nothing, then u not having dinner w us?',ham	
383,'	Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.',spam
384,'That would be great. Well be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week',ham	
385,'	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com',spam
386,'I was up all night too worrying about this appt. Its a shame we missed a girls night out with quizzes popcorn and you doing my hair.',ham	
387,'	Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D',spam
388,'That day you asked about anand number. Why:-)',ham	
389,'	Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+',spam
390,'He fucking chickened out. He messaged me he would be late and woould buzz me and then I didnt hear a word from him',ham	
391,'Are you driving or training?',ham	
392,'Hey you around? Ive got enough for a half + the ten I owe you',ham	
393,'The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8',ham	
394,'I only haf msn. Its yijue@hotmail.com',ham	
395,'Its é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)',ham	
396,'Hello beautiful r u ok? Ive kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ',ham	
397,'Also remember the beads dont come off. Ever.',ham	
398,'Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.',ham	
399,'Glad it went well :) come over at 11 then well have plenty of time before claire goes to work.',ham	
400,'I would but Im still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.',ham	
401,'I am not having her number sir',ham	
402,'Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...',ham	
403,'Are you being good, baby? :)',ham	
404,'Why de. You looking good only:-)..',ham	
405,'10 min later k...',ham	
406,'Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ',ham	
407,'Can you just come in for a sec? Theres somebody here I want you to see',ham	
408,'Black shirt n blue jeans... I thk i c ü...',ham	
409,'So dont use hook up any how',ham	
410,'You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. Ive looked up to you since i was young and i still do. Have a great day.',ham	
411,'Would me smoking you out help us work through this difficult time',ham	
412,'	FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop',spam
413,'Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn',ham	
414,'	Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge',spam
415,'	As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP',spam
416,'	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597',spam
417,'Aight, Ill ask a few of my roommates',ham	
418,'	Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers',spam
419,'R we going with the  &lt;#&gt;  bus?',ham	
420,'Hi frnd, which is best way to avoid missunderstding wit our beloved ones?',ham	
421,'Just glad to be talking to you.',ham	
422,'Cause Im not freaky lol',ham	
423,'Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didnt told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)',ham	
424,'Hey tmr meet at bugis 930 ?',ham	
425,'"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."',ham	
426,'Im in a movie... Collect car oredi...',ham	
427,'	Dear 0776xxxxxxx Uve been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs',spam
428,'I am going to film 2day da. At 6pm. Sorry da.',ham	
429,'Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng',ham	
430,'SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!',ham	
431,'U dun say so early hor... U c already then say...',ham	
432,'Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love',ham	
433,'What are you doing in langport? Sorry, but Ill probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ',ham	
434,'I have lost 10 kilos as of today!',ham	
435,'We got a divorce. Lol. She.s here',ham	
436,'I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts',ham	
437,'I guess thats why you re worried. You must know that theres a way the body repairs itself. And im quite sure you shouldnt worry. Well take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing youve said is a reason to worry but i.ll keep on followin you up.',ham	
438,'Sorry, Ill call later',ham	
439,'Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8',ham	
440,'Don no da:)whats you plan?',ham	
441,'In that case I guess Ill see you at campus lodge',ham	
442,'Good Morning my Dear........... Have a great &amp; successful day.',ham	
443,'Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See Im not crazy. Stuff like that DOES happen.',ham	
444,'Howz that persons story',ham	
445,'K sure am in my relatives home. Sms me de. Pls:-)',ham	
446,'Might ax well im there.',ham	
447,'Beautiful Truth against Gravity.. Read carefully: "Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.." GOOD NIGHT',ham	
448,'&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here',ham	
449,'Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.',ham	
450,'	okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm',spam
451,'	You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on',spam
452,'She doesnt need any test.',ham	
453,'Sorry * was at the grocers.',ham	
454,'Thanks for this hope you had a good day today',ham	
455,'Was actually about to send you a reminder today. Have a wonderful weekend',ham	
456,'Ditto. And you wont have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and ill do the same. Peace.',ham	
457,'Then u go back urself lor...',ham	
458,'2 laptop... I noe infra but too slow lar... I wan fast one',ham	
459,'Im gonna be home soon and i dont want to talk about this stuff anymore tonight, k? Ive cried enough today.',ham	
460,'Still i have not checked it da. . .',ham	
461,'Greetings me, ! Consider yourself excused.',ham	
462,'Are you this much buzy',ham	
463,'Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt',ham	
464,'How will I creep on you now? ;_;',ham	
465,'Come to medical college at 7pm ......forward it da',ham	
466,'	You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p',spam
467,'Yup i thk cine is better cos no need 2 go down 2 plaza mah.',ham	
468,'	* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw',spam
469,'Hope ur head doesnt hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.',ham	
470,'	Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text',spam
471,'Tell me theyre female :V howre you throwing in? Were deciding what all to get now',ham	
472,'	Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&',spam
473,'	Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p',spam
474,'Single line with a big meaning::::: "Miss anything 4 ur "Best Life" but, dont miss ur best life for anything... Gud nyt...',ham	
475,'Do have a nice day today. I love you so dearly.',ham	
476,'Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.',ham	
477,'Where are you ? You said you would be here when I woke ... :-(',ham	
478,'Of course ! Dont tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*',ham	
479,'K.k..how is your sister kids?',ham	
480,'Free any day but i finish at 6 on mon n thurs...',ham	
481,'	Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2',spam
482,'I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.',ham	
483,'Is there any training tomorrow?',ham	
484,'Goodnight da thangam I really miss u dear.',ham	
485,'	If you dont, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ',spam
486,'Okey dokey swashbuckling stuff what oh.',ham	
487,'Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...',ham	
488,'Cant think of anyone with * spare room off * top of my head',ham	
489,'They just talking thats it de. They wont any other.',ham	
490,'Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks',ham	
491,'The guy (kadeem) hasnt been selling since the break, I know one other guy but hes paranoid as fuck and doesnt like selling without me there and I cant be up there til late tonight',ham	
492,'House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?',ham	
493,'Lol yes. But it will add some spice to your day.',ham	
494,'Heehee that was so funny tho',ham	
495,'Remember to ask alex about his pizza',ham	
496,'What type of stuff do you sing?',ham	
497,'Some of them told accenture is not confirm. Is it true.',ham	
498,'Im sorry. Ive joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|',ham	
499,'Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can',ham	
500,'Ill see, but prolly yeah',ham	
501,'You call times job today ok umma and ask them to speed up',ham	
502,'Quite lor. But dun tell him wait he get complacent...',ham	
503,'S..antha num corrct dane',ham	
504,'Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.',ham	
505,'	Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.',spam
506,'Im at work. Please call',ham	
507,'And now electricity just went out fml.',ham	
508,'Hey , is * rite u put »10 evey mnth is that all?',ham	
509,'Daddy will take good care of you :)',ham	
510,'Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.',ham	
511,'We confirm eating at esplanade?',ham	
512,'Well welp is sort of a semiobscure internet thing',ham	
513,'Lol I know! Theyre so dramatic. Schools already closed for tomorrow. Apparently we cant drive in the inch of snow were supposed to get.',ham	
514,', ow u dey.i paid 60,400thousad.i told  u would call . ',ham	
515,'Hey, iouri gave me your number, Im wylie, ryans friend',ham	
516,'Id have to check but theres only like 1 bowls worth left',ham	
517,'They dont put that stuff on the roads to keep it from getting slippery over there?',ham	
518,'O. Guess they both got screwd',ham	
519,'Your gonna be the death if me. Im gonna leave a note that says its all robs fault. Avenge me.',ham	
520,'I not at home now lei...',ham	
521,'Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...',ham	
522,'Edison has rightly said, "A fool can ask more questions than a wise man can answer" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)',ham	
523,'Ok lor thanx... Ü in school?',ham	
524,'Yup',ham	
525,'Que pases un buen tiempo or something like that',ham	
526,'Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!',ham	
527,'[…] anyway, many good evenings to u! s',ham	
528,'Sorry, Ill call later',ham	
529,'Theres no point hangin on to mr not right if hes not makin u happy',ham	
530,'Aight ill get on fb in a couple minutes',ham	
531,'No that just means you have a fat head',ham	
532,'We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.',ham	
533,'Hm good morning, headache anyone? :-)',ham	
534,'Well, im gonna finish my bath now. Have a good...fine night.',ham	
535,'I borrow ur bag ok.',ham	
536,'Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night',ham	
537,'	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk',spam
538,'	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!',spam
539,'Ü ready then call me...',ham	
540,'	Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow',spam
541,'I was at bugis juz now wat... But now im walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ',ham	
542,'Cool. So how come you havent been wined and dined before?',ham	
543,'Can... Im free...',ham	
544,'its still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ',ham	
545,'Then ur sis how?',ham	
546,'	Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text',spam
547,'Whatsup there. Dont u want to sleep',ham	
548,'	Did you hear about the new "Divorce Barbie"? It comes with all of Kens stuff!',spam
549,'1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.',ham	
550,'Hey come online! Use msn... We are all there',ham	
551,'Am in film ill call you later.',ham	
552,'Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: "GOODMORNING &amp; HAVE A NICE DAY" :)',ham	
553,'Hhahhaahahah rofl wtf nig was leonardo in your room or something',ham	
554,'How many licks does it take to get to the center of a tootsie pop?',ham	
555,'If he started searching he will get job in few days.he have great potential and talent.',ham	
556,'Me too! Have a lovely night xxx',ham	
557,'Hey... are you going to quit soon? Xuhui and i working till end of the month ',ham	
558,'Hahaha..use your brain dear',ham	
559,'	Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow',spam
560,'Yeah theres quite a bit left, Ill swing by tomorrow when I get up',ham	
561,'	Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18',spam
562,'That means get the door',ham	
563,'Is there any movie theatre i can go to and watch unlimited movies and just pay once?',ham	
564,'	PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05',spam
565,'	Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ',spam
566,'Did you stitch his trouser',ham	
567,'I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?',ham	
568,'Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?',ham	
569,'Hows that watch resizing',ham	
570,'Hey i will be late ah... Meet you at 945+',ham	
571,'Yetunde im in class can you not run water on it to make it ok. Pls now.',ham	
572,'K..k:)how much does it cost?',ham	
573,'Neshanth..tel me who r u?',ham	
574,'U wake up already? Wat u doing? U picking us up later rite? Im taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...',ham	
575,'What not under standing.',ham	
576,'It is only yesterday true true.',ham	
577,'Havent eaten all day. Im sitting here staring at this juicy pizza and I cant eat it. These meds are ruining my life.',ham	
578,'Aight will do, thanks again for comin out',ham	
579,'Pls accept me for one day. Or am begging you change the number.',ham	
580,'No let me do the math. Your not good at it.',ham	
581,'	XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ',spam
582,'	1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+',spam
583,'Studying. But i.ll be free next weekend.',ham	
584,'Babe, I need your advice',ham	
585,'Although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u. Thanx 4 everything dat uve done today, im touched...',ham	
586,'Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)',ham	
587,'	You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!',spam
588,'Kinda. First one gets in at twelve! Aah. Speak tomo',ham	
589,'	Dear Uve been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688',spam
590,'So i asked hows anthony. Dad. And your bf',ham	
591,'I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?',ham	
592,'Then why you came to hostel.',ham	
593,'Whom you waited for yesterday',ham	
594,'Ya! when are ü taking ure practical lessons? I start in june..  ',ham	
595,'Cool, Ill text you when Im on the way',ham	
596,'Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.',ham	
597,'She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.',ham	
598,'I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...',ham	
599,'Aight, sounds good. When do you want me to come down?',ham	
600,'Oh k...im watching here:)',ham	
601,'Omg how did u know what I ate?',ham	
602,'Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!',ham	
603,'Where is it. Is there any opening for mca.',ham	
604,'	URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins',spam
605,'Er yep sure. Props?',ham	
606,'Dai i downloaded but there is only exe file which i can only run that exe after installing.',ham	
607,'Aiyo... Her lesson so early... Im still sleepin, haha... Okie, u go home liao den confirm w me lor...',ham	
608,'Do you like shaking your booty on the dance floor?',ham	
609,'I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx',ham	
610,'Wait  &lt;#&gt;  min..',ham	
611,'	PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04',spam
612,'Im in a meeting, call me later at',ham	
613,'This pay is  &lt;DECIMAL&gt;  lakhs:)',ham	
614,'Is ur paper in e morn or aft tmr?',ham	
615,'Ya srsly better than yi tho',ham	
616,'Yes fine ',ham	
617,'Hi:)cts employee how are you?',ham	
618,'I know girls always safe and selfish know i got it pa. Thank you. good night.',ham	
619,'Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...',ham	
620,'Just looked it up and addie goes back Monday, sucks to be her',ham	
621,'Blank is Blank. But wat is blank? Lol',ham	
622,'Aight, tomorrow around  &lt;#&gt;  it is',ham	
623,'Thanks for your message. I really appreciate your sacrifice. Im not sure of the process of direct pay but will find out on my way back from the test tomorrow. Im in class now. Do have a wonderful day.',ham	
624,'Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?',ham	
625,'Why nothing. Ok anyway give me treat',ham	
626,'I sent you  &lt;#&gt;  bucks',ham	
627,'twenty past five he said will this train have been to durham already or not coz i am in a reserved seat',ham	
628,'Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits',ham	
629,'Takin a shower now but yeah Ill leave when Im done',ham	
630,'My birthday is on feb  &lt;#&gt;  da. .',ham	
631,'K Im ready,  &lt;#&gt; ?',ham	
632,'	Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UKs biggest live service. VU BCM1896WC1N3XX',spam
633,'	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062',spam
634,'Fffff. Can you text kadeem or are you too far gone',ham	
635,'Just wanted to say holy shit you guys werent kidding about this bud',ham	
636,'For real tho this sucks. I cant even cook my whole electricity is out. And Im hungry.',ham	
637,'K come to nordstrom when youre done',ham	
638,'Can do lor...',ham	
639,'Velly good, yes please!',ham	
640,'She went to attend another two rounds today..but still didt reach home..',ham	
641,'Sure, whenever you show the fuck up &gt;:(',ham	
642,'Was it something u ate?',ham	
643,'Ya very nice. . .be ready on thursday',ham	
644,'Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?',ham	
645,'Sir Goodmorning, Once free call me.',ham	
646,'Im at home. Please call',ham	
647,'One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -',ham	
648,'Received, understood n acted upon!',ham	
649,'It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com',ham	
650,'Its fine, imma get a drink or somethin. Want me to come find you?',ham	
651,'A guy who gets used but is too dumb to realize it.',ham	
652,'Ill probably be around mu a lot',ham	
653,'	Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ',spam
654,'Now only i reached home. . . I am very tired now. . I will come tomorro',ham	
655,'Im now but have to wait till 2 for the bus to pick me.',ham	
656,'I think i am disturbing her da',ham	
657,'I will see in half an hour',ham	
658,'Not getting anywhere with this damn job hunting over here!',ham	
659,'Thats necessarily respectful',ham	
660,'U WILL SWITCH YOUR FONE ON DAMMIT!!',ham	
661,'	Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service',spam
662,'If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that dont belong :/',ham	
663,'My sis is catching e show in e afternoon so im not watching w her. So c u wan 2 watch today or tmr lor.',ham	
664,'	You wont believe it but its true. Its Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt',spam
665,'Now am free call me pa.',ham	
666,'Don know..wait i will check it.',ham	
667,'	You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo',spam
668,'Take some small dose tablet for fever',ham	
669,'Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!',ham	
670,'	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589',spam
671,'Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again',ham	
