@relation sms_spam

@attribute id NUMERIC
@attribute text string
@attribute class {ham,spam}

@data
642,'Ok Im gonna head up to usf in like fifteen minutes',ham	
643,'I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?',ham	
644,'These wont do. Have to move on to morphine',ham	
645,'But we havent got da topic yet rite?',ham	
646,'I told your number to gautham..',ham	
647,'Does not operate after  &lt;#&gt;  or what',ham	
648,'Y ü wan to go there? C doctor?',ham	
649,'I shall book chez jules for half eight, if thats ok with you?',ham	
650,'"Hi darlin did youPhone me? Im atHome if youwanna chat."',ham	
651,'	Missed call alert. These numbers called but left no message. 07008009200',spam
652,'Sorry, Ill call later',ham	
653,'My uncles in Atlanta. Wish you guys a great semester.',ham	
654,'	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+',spam
655,'Remember on that day..',ham	
656,' &lt;#&gt;  in mca. But not conform.',ham	
657,'Uhhhhrmm isnt having tb test bad when youre sick',ham	
658,'We can make a baby in yo tho',ham	
659,'Sorry, Ill call later',ham	
660,'Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?',ham	
661,'Very strange.  and  are watching the 2nd one now but im in bed. Sweet dreams, miss u ',ham	
662,':( but your not here....',ham	
663,'Have you always been saying welp?',ham	
664,'No current and food here. I am alone also',ham	
665,'Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.',ham	
666,'I cant pick the phone right now. Pls send a message',ham	
667,'I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs',ham	
668,'	Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply',spam
669,'She said, do u mind if I go into the bedroom for a minute ?  OK, I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,',ham	
670,'R u meeting da ge at nite tmr?',ham	
671,'I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.',ham	
672,'Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.',ham	
673,'Busy here. Trying to finish for new year. I am looking forward to finally meeting you...',ham	
674,'I want to go to perumbavoor',ham	
675,'Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Dont neglet.',ham	
676,'Do u noe wat time e place dat sells 4d closes?',ham	
677,'Do you always celebrate NYs with your family ?',ham	
678,'IM GONNA MISS U SO MUCH',ham	
679,'I pocked you up there before',ham	
680,'No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)',ham	
681,'Yup its at paragon... I havent decided whether 2 cut yet... Hee...',ham	
682,'Send ur birthdate with month and year, I will tel u ur LIFE PARTNERS name. and the method of calculation. Reply must.',ham	
683,'Pansy! Youve been living in a jungle for two years! Its my driving you should be more worried about!',ham	
684,'I will reach before ten morning',ham	
685,'It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure',ham	
686,'Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.',ham	
687,'Ü takin linear algebra today?',ham	
688,'Dear i am not denying your words please',ham	
689,'Hey anyway i have to :-)',ham	
690,'R u saying i should re order the slippers cos i had to pay for returning it.',ham	
691,'What time you think youll have it? Need to know when I should be near campus',ham	
692,'Hi Dear Call me its urgnt. I dont know whats your problem. You dont want to work or if you have any other problem at least tell me. Wating for your reply.',ham	
693,'Why is that, princess? I bet the brothas are all chasing you!',ham	
694,'	Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.',spam
695,'Great! How is the office today?',ham	
696,'If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number',ham	
697,'Goodmorning, today i am late for 2hrs. Because of back pain.',ham	
698,'Dont look back at the building because you have no coat and i dont want you to get more sick. Just hurry home and wear a coat to the gym!!!',ham	
699,'I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop',ham	
700,'Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.',ham	
701,'	Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468',spam
702,'Double eviction this week - Spiral and Michael and good riddance to them!',ham	
703,'Please attend the phone:)',ham	
704,'Yup but not studying surfing lor. Im in e lazy mode today.',ham	
705,'I cant keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* dont have to say no to visitors, then maybe thats the best choice. Yes, I wanted you to be embarassed, so maybe youd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. Ive tried everything. I dont know what else to do.',ham	
706,'Ya but it cant display internal subs so i gotta extract them',ham	
707,'Going to join tomorrow.',ham	
708,'Tension ah?what machi?any problem?',ham	
709,'Still in customer place',ham	
710,'Ok... I din get ur msg...',ham	
711,'Yo! Howz u? girls never rang after india. L',ham	
712,'Do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like 5 times?',ham	
713,'So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da',ham	
714,'Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.',ham	
715,'Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.',ham	
716,'What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.',ham	
717,'Haha... Really oh no... How? Then will they deduct your lesson tmr?',ham	
718,'Ill reach in ard 20 mins ok...',ham	
719,'My drive can only be read. I need to write',ham	
720,'ILL B DOWN SOON',ham	
721,'Most of the tiime when i dont let you hug me its so i dont break into tears.',ham	
722,'Are you coming to day for class.',ham	
723,'That is wondar full flim.',ham	
724,'Carlos says hell be at mu in  &lt;#&gt;  minutes',ham	
725,'Nah its straight, if you can just bring bud or drinks or something thats actually a little more useful than straight cash',ham	
726,'Its too late:)but its k.wish you the same.',ham	
727,'Dear good morning now only i am up',ham	
728,'No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch',ham	
729,'Aiyah then i wait lor. Then u entertain me. Hee...',ham	
730,'	WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.',spam
731,' what number do u live at? Is it 11?',ham	
732,'Thts gods gift for birds as humans hav some natural gift frm god..',ham	
733,'I think asking for a gym is the excuse for lazy people. I jog.',ham	
734,'Hi its in durban are you still on this number',ham	
735,'Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.',ham	
736,'Aight Ill grab something to eat too, text me when youre back at mu',ham	
737,'Have you seen whos back at Holby?!',ham	
738,'Oh yeah clearly its my fault',ham	
739,'I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*',ham	
740,'* Will be september by then!',ham	
741,'He also knows about lunch menu only da. . I know',ham	
742,'Y de asking like this.',ham	
743,'Im good. Have you registered to vote?',ham	
744,'What time do u get out?',ham	
745,'Not able to do anything.',ham	
746,'You do got a shitload of diamonds though',ham	
747,'Okie... Thanx...',ham	
748,'So i could kiss and feel you next to me...',ham	
749,'	PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ',spam
750,'Im serious. You are in the money base',ham	
751,'"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"',ham	
752,'Ive got  &lt;#&gt; , any way I could pick up?',ham	
753,'S s..first time..dhoni rocks...',ham	
754,'A few people are at the game, Im at the mall with iouri and kaila',ham	
755,'	FREE2DAY sexy St Georges Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk',spam
756,'No we sell it all so well have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)',ham	
757,'I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.',ham	
758,'Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.',ham	
759,'We have to pick rayan macleran there.',ham	
760,'Im back &amp; were packing the car now, Ill let you know if theres room',ham	
761,'In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ',ham	
762,'Whats happening with you. Have you gotten a job and have you begun registration for permanent residency',ham	
763,'In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade',ham	
764,'… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon "',ham	
765,'Ambrith..madurai..met u in arun dha marrge..remembr?',ham	
766,'Happy birthday to you....dear.with lots of love.rakhesh NRI',ham	
767,'Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.',ham	
768,'Pity, * was in mood for that. So...any other suggestions?',ham	
769,'I told that am coming on wednesday.',ham	
770,'	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022',spam
771,'Hey happy birthday...',ham	
772,'Prepare to be pounded every night...',ham	
773,'My trip was ok but quite tiring lor. Uni starts today but its ok 4 me cos im not taking any modules but jus concentrating on my final yr project.',ham	
774,'No need to ke qi... Ü too bored izzit y suddenly thk of this...',ham	
775,'Wish i were with you now!',ham	
776,'	WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3',spam
777,'Yo guess what I just dropped',ham	
778,'You flippin your shit yet?',ham	
779,'Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knees* *exposes my belly and pulls your head to it* Dont forget ... I know yours too *wicked smile*',ham	
780,'Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk its more toot than b4 so b prepared. Now wat shall i eat?',ham	
781,'Who u talking about?',ham	
782,'I will treasure every moment we spend together...',ham	
783,'Im coming home 4 dinner.',ham	
784,'Dear where you. Call me',ham	
785,'Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?',ham	
786,'Ela kano.,il download, come wen ur free..',ham	
787,'LOL .. *grins* .. Im not babe, but thanks for thinking of me!',ham	
788,'	44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.',spam
789,'You said not now. No problem. When you can. Let me know.',ham	
790,'Can not use foreign stamps in this country.',ham	
791,'Yup he msg me: is tat yijue? Then i tot its my group mate cos we meeting today mah... Im askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...',ham	
792,'Me n him so funny...',ham	
793,'Hai priya are you right. What doctor said pa. Where are you.',ham	
794,'Man this bus is so so so slow. I think youre gonna get there before me',ham	
795,'	Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.',spam
796,'In which place do you want da.',ham	
797,'Dont forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.',ham	
798,'Haf u eaten? Wat time u wan me 2 come?',ham	
799,'Best line said in Love: . "I will wait till the day I can forget u Or The day u realize that u cannot forget me."... Gn',ham	
800,'Match started.india  &lt;#&gt;  for 2',ham	
801,'	FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop',spam
802,'OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.',ham	
803,'This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.',ham	
804,'Can you open the door?',ham	
805,'And is there a way you can send shades stuff to her. And she has been wonderful too.',ham	
806,'Oh thanks a lot..i already bought 2 eggs ..',ham	
807,'	SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+',spam
808,'K.k.how is your business now?',ham	
809,'Goodmorning, today i am late for  &lt;DECIMAL&gt; min.',ham	
810,'What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?',ham	
811,'So gd got free ice cream... I oso wan...',ham	
812,'I thk ü gotta go home by urself. Cos ill b going out shopping 4 my frens present. ',ham	
813,'Same. Wana plan a trip sometme then',ham	
814,'Awesome, that gonna be soon or later tonight?',ham	
815,'Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.',ham	
816,'Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who "smokes too much" for the entire month of february, Ill come up',ham	
817,'Jay wants to work out first, hows 4 sound?',ham	
818,'I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.',ham	
819,'I think chennai well settled?',ham	
820,'How are you enjoying this semester? Take care brother.',ham	
821,'Every day i use to sleep after  &lt;#&gt;  so only.',ham	
822,'I aint answerin no phone at what is actually a pretty reasonable hour but Im sleepy',ham	
823,'Ü go home liao? Ask dad to pick me up at 6...',ham	
824,'Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?',ham	
825,'Hey gals.. Anyone of u going down to e driving centre tmr?',ham	
826,'Still i have not checked it da. . .',ham	
827,'Sorry, Ill call later',ham	
828,'She just broke down a list of reasons why nobodys in town and I cant tell if shes being sarcastic or just faggy',ham	
829,'Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"',ham	
830,'Shes borderline but yeah whatever.',ham	
831,'	IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERES A FANTASTIC PRIZEAWAITING YOU!',spam
832,'	You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!',spam
833,'Me also da, i feel yesterday night  wait til 2day night dear.',ham	
834,'Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you',ham	
835,'But you dint in touch with me.',ham	
836,'when you and derek done with class?',ham	
837,'Just dropped em off, omw back now',ham	
838,'Buy one egg for me da..please:)',ham	
839,'Also track down any lighters you can find',ham	
840,'	Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer',spam
841,'Where did u go? My phone is gonna die you have to stay in here',ham	
842,'Water logging in desert. Geoenvironmental implications.',ham	
843,'	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1',spam
844,'	You have 1 new voicemail. Please call 08719181513.',spam
845,'WOT U WANNA DO THEN MISSY?',ham	
846,'Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side',ham	
847,'	Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs',spam
848,'I wonder if your phone battery went dead ? I had to tell you, I love you babe',ham	
849,'I am 6 ft. We will be a good combination!',ham	
850,'	Free Msg: get Gnarls Barkleys "Crazy" ringtone TOTALLY FREE just reply GO to this message right now!',spam
851,'Was just about to ask. Will keep this one. Maybe thats why you didnt get all the messages we sent you on glo',ham	
852,'Haha figures, well I found the piece and priscillas bowl',ham	
853,'Wheres mummys boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?',ham	
854,'Dear where you will be when i reach there',ham	
855,'How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?',ham	
856,'I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?',ham	
857,'U buy newspapers already?',ham	
858,'	Your free ringtone is waiting to be collected. Simply text the password "MIX" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16',spam
859,'	You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+',spam
860,'Lol where do u come up with these ideas?',ham	
861,'Hows it going? Got any exciting karaoke type activities planned? Im debating whether to play football this eve. Feeling lazy though.',ham	
862,'Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs',ham	
863,'	Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.',spam
864,'	FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk',spam
865,'2 and half years i missed your friendship:-)',ham	
866,'Im not coming home 4 dinner.',ham	
867,'I dont understand your message.',ham	
868,'	Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)',spam
869,'Yup next stop.',ham	
870,'Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx',ham	
871,'Need a coffee run tomo?Cant believe its that time of week already',ham	
872,'Mathews or tait or edwards or anderson',ham	
873,'"HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!"',ham	
874,'Sorry, Ill call later',ham	
875,'Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx',ham	
876,'	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a',spam
877,'Its ok..come to my home it vl nice to meet and v can chat..',ham	
878,'"ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."',ham	
879,'Yeah, give me a call if youve got a minute',ham	
880,'Why did I wake up on my own &gt;:(',ham	
881,'Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*',ham	
882,'"What are youdoing later? Sar xxx"',ham	
883,'Shes fine. Good to hear from you. How are you my dear? Happy new year oh.',ham	
884,'Ugh y cant u just apologize, admit u were wrong and ask me to take u back?',ham	
885,'We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahans 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtazs husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtazs sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-',ham	
886,'LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP',ham	
887,'Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?',ham	
888,'Hes just gonna worry for nothing. And he wont give you money its no use.',ham	
889,'Im job profile seems like bpo..',ham	
890,'You didnt have to tell me that...now im thinking. Plus hes going to stop all your runs',ham	
891,'They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?',ham	
892,'If u dun drive then how i go 2 sch.',ham	
893,'	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04',spam
894,'	Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week',spam
895,'What is the plural of the noun research?',ham	
896,'Okie',ham	
897,'Sorry . I will be able to get to you. See you in the morning.',ham	
898,'"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!", Gud night....',ham	
899,'Aight, can you text me the address?',ham	
900,'Hi Chikku, send some nice msgs',ham	
901,'Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i cant settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.',ham	
902,'	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ',spam
903,'I sent lanre fakeyes Eckankar details to the mail box',ham	
904,'Yeah sure Ill leave in a min',ham	
905,'Hey ive booked the pilates and yoga lesson already... Haha',ham	
906,'I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon',ham	
907,'Ok thanx...',ham	
908,'No need to say anything to me. I know i am an outsider',ham	
909,'Neva mind its ok..',ham	
910,'Total disappointment, when I texted you was the craziest shit got :(',ham	
911,'Yup... I havent been there before... You want to go for the yoga? I can call up to book ',ham	
912,'Ta-Daaaaa! I am home babe, are you still up ?',ham	
913,'Im sick !! Im needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!',ham	
914,'I am waiting machan. Call me once you free.',ham	
915,'Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ',ham	
916,'	Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. Theyre selling fast!',spam
917,'Erm. I thought the contract ran out the4th of october.',ham	
918,'And very importantly, all we discuss is between u and i only.',ham	
919,'Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!',ham	
920,'	A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ',spam
921,'You need to get up. Now.',ham	
922,'Watching ajith film ah?',ham	
923,'	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0',spam
924,'	RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!',spam
925,'They will pick up and drop in car.so no problem..',ham	
926,'Haha awesome, Ive been to 4u a couple times. Who alls coming?',ham	
927,'Ill text you when I drop x off',ham	
928,'Also that chat was awesome but dont make it regular unless you can see her in person',ham	
929,'Wah... Okie okie... Muz make use of e unlimited... Haha... ',ham	
930,'Nt yet chikku..simple habba..hw abt u?',ham	
931,' &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla',ham	
932,'If you want to mapquest it or something look up "usf dogwood drive", thats the tiny street where the parking lot is',ham	
933,'Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.',ham	
934,'I attended but nothing is there.',ham	
935,'Sorry, I cant help you on this.',ham	
936,'I knew it... U slept v late yest? Wake up so late...',ham	
937,'Then get some cash together and Ill text jason',ham	
938,'	Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p',spam
939,'Stop calling everyone saying I might have cancer. My throat hurts to talk. I cant be answering everyones calls. If I get one more call Im not babysitting on Monday',ham	
940,'Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?',ham	
941,'Ok leave no need to ask',ham	
942,'No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x',ham	
943,'Im at work. Please call',ham	
944,'Yes I started to send requests to make it but pain came back so Im back in bed. Double coins at the factory too. I gotta cash in all my nitros.',ham	
945,'I can do that! I want to please you both inside and outside the bedroom...',ham	
946,'Dont forget who owns you and whos private property you are ... And be my good boy always .. *passionate kiss*',ham	
947,'U sure u cant take any sick time?',ham	
948,'Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?',ham	
949,'You will be in the place of that man',ham	
950,'Sorry, I cant help you on this.',ham	
951,'	Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05',spam
952,'	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201',spam
953,'Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.',ham	
954,'Jay told me already, will do',ham	
955,'Ok.',ham	
956,'K. Did you call me just now ah? ',ham	
957,'	U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16',spam
958,'Did u got that persons story',ham	
959,'Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Wheres my boytoy now ? Does he miss me ?',ham	
960,'Thats good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.',ham	
961,'The evo. I just had to download flash. Jealous?',ham	
962,'First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries',ham	
963,'Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.',ham	
964,'	HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k',spam
965,'They r giving a second chance to rahul dengra.',ham	
966,'Customer place, i wil cal u sir.',ham	
967,'I like you peoples very much:) but am very shy pa.',ham	
968,'You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.',ham	
969,'Kate jackson rec center before 7ish, right?',ham	
970,'I love you both too :-)',ham	
971,'Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.',ham	
972,'WHORE YOU ARE UNBELIEVABLE.',ham	
973,'Sad story of a Man - Last week was my bday. My Wife didnt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.',ham	
974,'Love it! The girls at the office may wonder why you are smiling but sore...',ham	
975,'I anything lor...',ham	
976,'Awesome, Ill see you in a bit',ham	
977,'Yup... How ü noe leh...',ham	
978,'Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ',ham	
979,'Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala',ham	
980,'No:-)i got rumour that you going to buy apartment in chennai:-)',ham	
981,'Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.',ham	
982,'	all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468',spam
983,'I dun thk ill quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ',ham	
984,'Pls come quick cant bare this.',ham	
985,'Im going for bath will msg you next  &lt;#&gt;  min..',ham	
986,'Were all getting worried over here, derek and taylor have already assumed the worst',ham	
987,'Cool. Do you like swimming? I have a pool and jacuzzi at my house.',ham	
